"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N","HasSafetyRec","ReportType","OriginalPublishDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","EventID","Latitude","Longitude","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","ReportStatus","RepGenFlag","DocketUrl","DocketPublishDate",
"ERA23LA287","ACC","192520","2023-07-04T19:30:00Z","Myrtle Beach","South Carolina","United States","","N7507X","FALSE","DirectorBrief","2023-08-31T04:00:00Z","Minor","0","0","3","The pilot’s failure to maintain control of the helicopter during a hover taxi, which resulted in a rollover.","","33.679741","-78.928321","ROBINSON HELICOPTER","R44","HELI","MYR","MYRTLE BEACH INTL","FALSE","1","","AOBV","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192520","8/31/2023 5:00:00 PM",
"WPR23LA254","ACC","192532","2023-07-04T16:02:00Z","Belgrade","Montana","United States","","N3171H","FALSE","DirectorBrief","2023-11-02T04:00:00Z","Minor","0","0","1","The pilot’s failure to maintain directional control during landing with a quartering tailwind, which resulted in a runway excursion and nose over.","","45.780047","-111.15131","MAULE","MX7-180C","AIR","KBZN","BOZEMAN YELLOWSTONE INTL","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192532","11/2/2023 5:00:00 PM",
"ANC23LA047","ACC","192578","2023-07-04T16:00:00Z","Kusatan","Alaska","United States","","N51592","FALSE","DirectorBrief","2023-10-26T04:00:00Z","None","0","0","0","The pilot's selection of unsuitable terrain for landing, which resulted in a bounced landing and an encounter with soft terrain, and a nose over.","","61.061","-152.0305","MAULE","M-5-210C","AIR","NONE","McArthur River Gravel Bar","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192578","10/26/2023 5:00:00 PM",
"WPR23FA247","ACC","192510","2023-07-04T13:57:00Z","Murrieta","California","United States","","N5243E","FALSE","DirectorBrief","2024-07-05T04:00:00Z","Fatal","1","3","0","The pilot’s exceedance of the airplane’s critical angle of attack during takeoff, which resulted in an aerodynamic stall and loss of control. Contributing to the loss of control was the pilot’s sudden retraction of the flaps.","","33.574179","-117.12847","CESSNA","172N","AIR","F70","French Valley Airport","FALSE","1","","PERS","091","Substantial","VMC","CALIFORNIA PROFESSIONAL FLYERS INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192510","7/5/2024 5:00:00 PM",
"ERA23LA283","ACC","192512","2023-07-04T09:15:00Z","Coral Gables","Florida","United States","","N147JL","FALSE","DirectorBrief","2024-06-26T04:00:00Z","Minor","0","0","2","A partial loss of engine power for reasons that could not be determined.","","25.639523","-80.290742","AIRBORNE","Edge-X","WSFT","None","","TRUE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192512","6/26/2024 5:00:00 PM",
"CEN23LA288","ACC","192570","2023-07-03T18:40:00Z","Oregon","Illinois","United States","","N5613B","FALSE","DirectorBrief","2023-10-17T04:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control after a bounced landing.","","42.01","-89.33","AIRBORNE","XT 582","WSFT","NA","Private Airstrip","FALSE","1","NSCH","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192570","10/17/2023 5:00:00 PM",
"ERA23LA292","ACC","192554","2023-07-03T13:50:00Z","Suffolk","Virginia","United States","","N716MM","FALSE","DirectorBrief","2023-08-31T04:00:00Z","None","0","0","0","The pilot’s inadequate landing flare, which resulted in a nose landing gear collapse.","","36.685278","-76.598889","CESSNA","208B","AIR","SFQ","SUFFOLK EXEC","FALSE","1","","SKYD","091","Substantial","VMC","ARNE AVIATION LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192554","8/31/2023 5:00:00 PM",
"WPR23LA250","ACC","192521","2023-07-03T11:09:00Z","McCall","Idaho","United States","","N36KG","FALSE","DirectorBrief","2023-11-02T04:00:00Z","None","0","0","0","The pilot’s application of wheel brakes during landing roll out, resulting in a nose over.","","44.89425","-116.09978","PIPER","PA-18","AIR","KMYL","McCall Municipal Airport","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192521","11/2/2023 5:00:00 PM",
"WPR23LA248","ACC","192518","2023-07-03T08:30:00Z","Moses Lake","Washington","United States","","CFXRB","FALSE","DirectorBrief","2023-11-02T04:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control during landing.","","47.208583","-119.31913","FOUND","FBA2C","AIR","MWH","Grant County","FALSE","1","","INST","NUSN","Substantial","VMC","AngelOne Canada","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192518","11/2/2023 5:00:00 PM",
"CEN23LA274","ACC","192504","2023-07-02T13:20:00Z","Durango","Colorado","United States","","N7525P","FALSE","DirectorBrief","2023-08-31T04:00:00Z","None","0","0","0","The pilot’s failure to extend the landing gear before landing.","","37.204855","-107.86896","PIPER","PA-24-250","AIR","00C","Animas Air Park","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192504","8/31/2023 5:00:00 PM",
"ERA23LA282","ACC","192511","2023-07-02T10:30:00Z","Kennesaw","Georgia","United States","","N734YD","FALSE","DirectorBrief","2023-08-10T04:00:00Z","None","0","0","0","The student pilot’s loss of directional control while landing, which resulted in a runway excursion and collision with an airport sign.","","34.012548","-84.593917","CESSNA","172","AIR","RYY","COBB COUNTY INTL-MCCOLLUM FLD","FALSE","1","","INST","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192511","8/10/2023 5:00:00 PM",
"CEN23LA272","ACC","192502","2023-07-01T20:00:00Z","Chetek","Wisconsin","United States","","N6365A","FALSE","DirectorBrief","2023-11-09T05:00:00Z","Serious","0","1","1","The pilot’s failure to maintain aircraft control during initial climb which resulted in an impact with a pole, trees, and terrain.","","45.306488","-91.636823","SIX CHUTER","SR7 XL","PPAR","Y23","Chetek Municipal/Southworth Airport","FALSE","1","NSCH","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192502","11/9/2023 6:00:00 PM",
"ANC23LA046","ACC","192552","2023-07-01T18:12:00Z","Talkeetna","Alaska","United States","","N3321B","FALSE","DirectorBrief","2023-12-07T05:00:00Z","None","0","0","0","The pilot’s encounter with a downdraft while maneuvering low-level, which resulted in a collision with terrain.","","62.29196","-150.11253","PIPER","PA-22","AIR","","","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192552","12/7/2023 6:00:00 PM",
"ANC23LA049","ACC","192638","2023-07-01T12:40:00Z","Beluga","Alaska","United States","","N15XX","FALSE","DirectorBrief","2024-01-25T05:00:00Z","None","0","0","0","The pilot's selection of an unsuitable takeoff site, resulting in a collision with brush-covered terrain.","","60.971564","-151.80398","PIPER","PA-18","AIR","","","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192638","1/25/2024 6:00:00 PM",
"WPR23LA273","ACC","192641","2023-07-01T12:30:00Z","Metaline Falls","Washington","United States","","N68TP","FALSE","DirectorBrief","2023-11-02T04:00:00Z","None","0","0","0","The pilot’s loss of directional control during landing due to impact with a concrete ring embedded in the grass runway.","","48.85","-117.28","VANS","RV8","AIR","O9S","Sullivan Lake State","TRUE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192641","11/2/2023 5:00:00 PM",
"ANC23LA048","ACC","192637","2023-07-01T11:30:00Z","Prospect Creek","Alaska","United States","","N40661","FALSE","DirectorBrief","2023-12-07T05:00:00Z","None","0","0","0","The pilot’s exceedance of the airplane’s critical angle of attack on climbout, which resulted in a loss of control and impact with trees.","","66.56","-150.81","MAULE","M-4-210C","AIR","","","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192637","12/7/2023 6:00:00 PM",
"WPR23LA253","ACC","192525","2023-06-30T14:00:00Z","Novato","California","United States","","N372AH","FALSE","DirectorBrief","2023-11-02T04:00:00Z","None","0","0","0","The pilot's failure to maintain directional control of the airplane during the landing roll for a touch and go, which resulted in a collision with terrain.","","38.143576","-122.55709","CESSNA","172S","AIR","DVO","Gnoss Field Airport","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192525","11/2/2023 5:00:00 PM",
"CEN23LA271","ACC","192500","2023-06-29T22:09:00Z","Siloam Springs","Arkansas","United States","","N739GU","FALSE","DirectorBrief","2023-10-17T04:00:00Z","None","0","0","0","The pilot’s failure to maintain clearance from power lines while on final approach to land.","","36.11","-94.29","CESSNA","172N","AIR","SLG","Smith Field","FALSE","1","NSCH","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192500","10/17/2023 5:00:00 PM",
"ERA23LA285","ACC","192514","2023-06-29T12:22:00Z","Yorktown Heights","New York","United States","","N44HH","FALSE","DirectorBrief","2024-07-05T04:00:00Z","Minor","0","0","1","A fatigue failure of the turbocharger housing, which resulted in a partial loss of engine power.","","41.269255","-73.776554","DIAMOND","DA40","AIR","","","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192514","7/5/2024 5:00:00 PM",
"DCA23LA340","ACC","192490","2023-06-29T08:05:00Z","California City","California","United States","","N283TD","FALSE","DirectorBrief","2024-07-10T04:00:00Z","","0","0","0","Erroneous signal processing that resulted in a total loss of propulsion power.","","35.081667","-118.09388","SUPERNAL LLC","SUP83-1","UNMANNED","","","FALSE","6","NSCH","FLTS","107","Substantial","VMC","Supernal LLC","Completed","FALSE","","",
"WPR23LA365","ACC","193479","2023-06-28T18:33:00Z","Alamogordo","New Mexico","United States","","N7881N","FALSE","DirectorBrief","2024-05-29T04:00:00Z","None","0","0","0","Failure of the pilot to maintain control of the airplane during the landing.","","32.83899","-105.9918","CESSNA","R172E","AIR","ALM","Alamogordo/White Sands Regional Wirport","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193479","5/29/2024 5:00:00 PM",
"WPR23LA246","ACC","192488","2023-06-28T12:50:00Z","Big Creek Ranger Station","Idaho","United States","","N510US","FALSE","DirectorBrief","2023-11-02T04:00:00Z","None","0","0","0","The pilot’s failure to identify the wet landing surface and his subsequent inability to maintain directional control and stop during landing on the unimproved grass runway, which resulted in a runway excursion and unintentional ground loop.","","45.14852","-115.00035","BLACK SHEEP AVIATION LLC","CCX-1865","AIR","n/a","Mile Hi","TRUE","1","NSCH","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192488","11/2/2023 5:00:00 PM",
"ERA23LA289","ACC","192536","2023-06-27T17:30:00Z","Anderson","South Carolina","United States","","N90270","FALSE","DirectorBrief","2023-12-07T05:00:00Z","None","0","0","0","The mechanics’ improper torquing of the main rotor blade dampers, which resulted in a ground resonance event during landing.","","34.494583","-82.709389","HUGHES","269A","HELI","AND","Anderson Regional Airport","FALSE","1","","FLTS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192536","12/7/2023 6:00:00 PM",
"WPR23LA242","ACC","192463","2023-06-26T18:45:00Z","Newdale","Idaho","United States","","N730SC","FALSE","DirectorBrief","2023-11-02T04:00:00Z","None","0","0","0","The premature retraction of the flaps by the student pilot, while just above the airplane’s stall speed. Contributing to the accident was the flight instructor’s inadequate supervision and failure to regain aircraft control from the student pilot.","","43.876","-111.579","PIPER","PA-28-140","AIR","","","FALSE","1","","INST","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192463","11/2/2023 5:00:00 PM",
"WPR23LA245","ACC","192487","2023-06-26T16:46:00Z","Williams","California","United States","","N26DX","FALSE","DirectorBrief","2023-11-02T04:00:00Z","None","0","0","0","The pilot’s encounter with atmospheric conditions where the lift was not sufficient to maintain flight, which resulted in a collision with terrain.","","39.163502","-122.13164","SCHLEICHER ALEXANDER GMBH & CO","ASH 26 E","GLI","CN12","WILLIAMS","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192487","11/2/2023 5:00:00 PM",
"CEN23LA277","ACC","192541","2023-06-26T11:00:00Z","Elbert","Colorado","United States","","N23161","FALSE","DirectorBrief","2023-11-09T05:00:00Z","Minor","0","0","1","The pilot's loss of directional control during takeoff and subsequent excessive use of brakes which resulted in a nose-over.  Contributing to the accident was his decision to takeoff downwind.","","39.224185","-104.64007","PIPER","J3C-50","AIR","CO15","Kelly Air Park","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192541","11/9/2023 6:00:00 PM",
"ERA23LA295","ACC","192607","2023-06-25T19:30:00Z","Sandersville","Georgia","United States","","N919AC","FALSE","DirectorBrief","2023-08-31T04:00:00Z","None","0","0","0","The pilot’s failure to maintain clearance of trees during landing, which resulted in a tail rotor contact with tree limbs and a subsequent loss of control.","","32.977213","-82.807857","BELL HELICOPTER TEXTRON","206B","HELI","","","FALSE","1","","AAPL","137","Substantial","VMC","VERTICAL VEGETATION MANAGEMENT LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192607","8/31/2023 5:00:00 PM",
"CEN23LA265","ACC","192459","2023-06-25T14:10:00Z","Livingston","Texas","United States","","N619MS","FALSE","DirectorBrief","2023-07-27T04:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control during the rollout, which resulted in a runway excursion, and a collision with a building. Contributing to the accident were the obstacles at the airstrip that prevented the pilot from performing a go-around.","","30.834119","-94.941731","Bearhawk Aircraft","Model 5","AIR","35XA","Rcade Ranch","TRUE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192459","7/27/2023 5:00:00 PM",
"ERA23LA278","ACC","192484","2023-06-25T12:15:00Z","Sanford","North Carolina","United States","","N108YZ","FALSE","DirectorBrief","2023-08-31T04:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control while landing in a crosswind, which resulted in a nose over.","","35.582439","-79.101338","GOPALAN HARIHARAN","4 Place","AIR","TTA","Raleigh Executive Jetport","TRUE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","","",
"WPR23LA240","ACC","192449","2023-06-25T11:30:00Z","Cedar Mountain","Utah","United States","","N2358V","FALSE","DirectorBrief","2023-10-26T04:00:00Z","None","0","0","0","The pilot’s decision to depart with a high density altitude, which degraded the airplane’s climb performance and resulted in an impact with trees.","","39.188663","-110.60317","CESSNA","140","AIR","None","Cedar Mountain air strip","FALSE","1","NSCH","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192449","10/26/2023 5:00:00 PM",
"ERA23LA279","ACC","192492","2023-06-25T09:40:00Z","Bonaire","Georgia","United States","","N528RE","FALSE","DirectorBrief","2023-08-10T04:00:00Z","Serious","0","1","0","The pilot’s failure to properly adjust the propeller’s pitch angle, which resulted in a loss of thrust and an inability to maintain altitude.","","32.528649","-83.61003","EDMISTEN ROBERT EUGENE SR","RANS S-14 AIRAILE","AIR","RAP","Warner Robbins Air Park","TRUE","1","","PERS","091","Substantial","VMC","EDMISTEN ROBERT E SR","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192492","8/10/2023 5:00:00 PM",
"CEN23LA331","ACC","192731","2023-06-24T20:00:00Z","Arnaudville","Louisiana","United States","","N1836E","FALSE","DirectorBrief","2023-11-09T05:00:00Z","Minor","0","0","1","The pilot’s failure to maintain airspeed resulting in exceeding the airplane’s critical angle of attack and an aerodynamic stall. The low altitude at which the flight was conducted contributed to the outcome.","","30.3977","-91.9315","DAVID BROWN/U BALLDIN/T MORGAN","ZENITH STOL CH701","AIR","","","TRUE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","","",
"ERA23LA303","ACC","192663","2023-06-24T15:30:00Z","Macon","Georgia","United States","","N285MG","FALSE","DirectorBrief","2023-08-31T04:00:00Z","None","0","0","0","An inflight collision with a bird.","","32.821764","-83.561935","PIPER AIRCRAFT INC","PA-28R-201","AIR","MAC","MACON DOWNTOWN","FALSE","1","","INST","091","Substantial","VMC","Middle Georgia State University","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192663","8/31/2023 5:00:00 PM",
"CEN23LA264","ACC","192456","2023-06-24T11:30:00Z","Scott City","Kansas","United States","","N9721Q","FALSE","DirectorBrief","2023-10-05T04:00:00Z","None","0","0","0","A partial loss of engine power as a result of carburetor icing that formed while the engine was operating at a low power setting for an extended period before departure.","","38.484405","-100.88589","BEECH","B19","AIR","TQK","SCOTT CITY MUNI","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192456","10/5/2023 5:00:00 PM",
"CEN23LA266","ACC","192460","2023-06-24T10:30:00Z","Howell","Michigan","United States","","N4008Q","FALSE","DirectorBrief","2024-05-14T04:00:00Z","None","0","0","0","A loss of engine power due to the formation of carburetor ice that resulted from the pilot’s delayed use of carburetor heat during the landing approach.","","42.623547","-83.971755","PIPER","PA-28-181","AIR","OZW","LIVINGSTON COUNTY SPENCER J HARDY","FALSE","1","NSCH","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192460","5/9/2024 5:00:00 PM",
"WPR23LA259","ACC","192574","2023-06-24T08:00:00Z","Las Vegas","Nevada","United States","","N307F","FALSE","DirectorBrief","2023-11-16T05:00:00Z","Serious","0","1","0","The pilot’s unsafe inflight operation of the airplane and failure to maintain clearance from a person on the ground, which resulted in a serious injury.","","35.78735","-115.26124","AVIAT AIRCRAFT INC","A-1B","AIR","","","FALSE","1","NSCH","PERS","091","Minor","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192574","11/16/2023 6:00:00 PM",
"CEN23LA259","ACC","192451","2023-06-23T14:58:00Z","Baytown","Texas","United States","","N8446B","FALSE","DirectorBrief","2024-04-18T04:00:00Z","Minor","0","0","1","The total loss of engine power for undetermined reasons and the subsequent impact with terrain.","","29.802339","-94.969755","PIPER","PA-28RT-201T","AIR","HPY","","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192451","4/18/2024 5:00:00 PM",
"CEN23LA260","ACC","192452","2023-06-23T10:10:00Z","Bolivar","Missouri","United States","","N907ML","FALSE","DirectorBrief","2023-07-27T04:00:00Z","None","0","0","0","The pilot’s failure to maintain aircraft control during a soft-field takeoff after encountering a wind gust.","","37.594112","-93.347916","SHARP GLENNIS","ESCAPADE","AIR","M17","BOLIVAR MUNI","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192452","7/27/2023 5:00:00 PM",
"CEN23LA261","ACC","192453","2023-06-23T10:00:00Z","Cedar Creek","Missouri","United States","","UNREG","FALSE","DirectorBrief","2024-05-14T04:00:00Z","None","0","0","0","A seizure of the power takeoff piston due to inadequate maintenance to the lubrication system, which resulted in a lack of oil lubrication and subsequent engine failure.","","36.57","-92.99","QUAD CITY","CHALLENGER","AIR","PVT","","TRUE","1","NSCH","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192453","5/9/2024 5:00:00 PM",
"ERA23LA275","ACC","192445","2023-06-23T09:50:00Z","Pence Springs","West Virginia","United States","","N9543E","FALSE","DirectorBrief","2024-06-26T04:00:00Z","None","0","0","0","A total loss of engine power due to carburetor icing.","","37.679565","-80.710358","AERONCA","11AC","AIR","WV77","Hinton-Alderson Airport","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192445","6/26/2024 5:00:00 PM",
"CEN23LA263","ACC","192455","2023-06-23T08:17:00Z","Gunnison","Colorado","United States","","N3289S","FALSE","DirectorBrief","2023-08-31T04:00:00Z","Serious","0","4","0","The pilot’s improper decision to fly into an area of unsuitable terrain which the airplane was unable to exit, resulting in an aerodynamic stall and subsequent impact with terrain.","","38.447","-107.476","CESSNA","182G","AIR","","","FALSE","1","","PERS","091","Destroyed","VMC","DOUBLE LAZY H LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192455","8/31/2023 5:00:00 PM",
"CEN23LA255","ACC","192426","2023-06-22T12:15:00Z","Westhope","North Dakota","United States","","N7419Z","FALSE","DirectorBrief","2023-10-05T04:00:00Z","Serious","0","1","0","The pilot’s failure to maintain aircraft control that resulted in an impact with terrain after takeoff.","","48.909464","-101.02071","PIPER","PA-25-235","AIR","D64","Westhope Municipal Airport","FALSE","1","NSCH","FLTS","091","Substantial","VMC","Pilot","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192426","10/5/2023 5:00:00 PM",
"WPR23LA237","ACC","192444","2023-06-21T17:00:00Z","Idaho Falls","Idaho","United States","","N3531Y","FALSE","DirectorBrief","2023-12-07T05:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control while landing with a gusting crosswind.","","43.513673","-112.07082","CESSNA","182F","AIR","IDA","Idaho Falls Regional Airport","FALSE","1","","PERS","091","Substantial","VMC","CJ3 AVIATION LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192444","12/7/2023 6:00:00 PM",
"WPR23LA235","ACC","192422","2023-06-21T16:00:00Z","Truckee","California","United States","","N356AW","FALSE","DirectorBrief","2023-10-26T04:00:00Z","None","0","0","0","The pilot’s loss of directional control on landing roll out, during variable wind conditions.","","39.3196","-120.1545","JOHN TOPLIFF","PA18-200EXP","AIR","TRK","Truckee-Tahoe","TRUE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192422","10/26/2023 5:00:00 PM",
"CEN23LA251","ACC","192418","2023-06-21T15:10:00Z","Osceola","Iowa","United States","","N3127C","FALSE","DirectorBrief","2023-10-05T04:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control of the tailwheel equipped airplane during a crosswind landing.","","41.050787","-93.689237","CESSNA","180","AIR","I75","OSCEOLA MUNI","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192418","10/5/2023 5:00:00 PM",
"CEN23LA249","ACC","192415","2023-06-21T14:47:00Z","Mesquite","Texas","United States","","N9354B","FALSE","DirectorBrief","2024-05-14T04:00:00Z","None","0","0","0","The pilot’s inability to maintain directional control during the landing roll due to corroded brake caliper pins.","","32.745221","-96.53004","CESSNA","175","AIR","HQZ","MESQUITE METRO","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192415","5/9/2024 5:00:00 PM",
"CEN23LA252","ACC","192419","2023-06-20T12:55:00Z","Norwich","New York","United States","","N299KD","FALSE","DirectorBrief","2023-09-28T04:00:00Z","None","0","0","0","The pilot’s loss of directional control during landing rollout due to interference from the pilot’s foot/shoe with the airplane structure that resulted in a runway excursion and impact with terrain.","","42.566506","-75.524019","Starduster","II","AIR","OIC","Lt Warren Eaton Airport","TRUE","1","","PERS","091","Substantial","VMC","Southern Utah University","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192419","9/28/2023 5:00:00 PM",
"CEN23LA247","ACC","192412","2023-06-19T13:07:00Z","Cedar Lake","Indiana","United States","","N4076H","FALSE","DirectorBrief","2024-05-14T04:00:00Z","None","0","0","0","The failure of the flight instructor to attain/maintain aircraft control while maneuvering, which resulted in an uncontrolled descent and impact with the lake.","","41.364761","-87.440828","ROBINSON HELICOPTER","R22 BETA","HELI","","","FALSE","1","NSCH","INST","091","Substantial","VMC","SUMMERSKYZ INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192412","5/9/2024 5:00:00 PM",
"ANC23LA044","ACC","192409","2023-06-19T11:00:00Z","Talkeetna","Alaska","United States","","N9214C","FALSE","DirectorBrief","2023-10-26T04:00:00Z","None","0","0","0","A loss of directional control, while landing, due to a flat main landing gear tire.","","62.319844","-150.09445","CESSNA","180","AIR","TKA","Talkeetna Airport","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192409","10/26/2023 5:00:00 PM",
"CEN23LA244","ACC","192396","2023-06-18T13:30:00Z","Sturgis","South Dakota","United States","","N290LA","FALSE","DirectorBrief","2023-07-27T04:00:00Z","None","0","0","0","The pilot’s improper timing to initiate beta mode with the propeller and his failure to maintain directional during the full load landing that resulted in a runway excursion. Contributing to the accident was the pilot’s lack of recent experience with performing a full load landing and the high-density altitude that likely affected aircraft performance during the landing.","","44.41817","-103.37577","AIR TRACTOR INC","AT-502","AIR","49B","STURGIS MUNI","FALSE","1","","AAPL","137","Substantial","VMC","ASCEND AG INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192396","7/27/2023 5:00:00 PM",
"CEN23LA245","ACC","192398","2023-06-18T12:35:00Z","Louise","Texas","United States","","N932SH","FALSE","DirectorBrief","2023-09-28T04:00:00Z","Minor","0","0","1","The pilot’s failure to maintain directional control in gusting wind conditions.","","29.14","-96.43","ROBINSON HELICOPTER","R22 BETA","HELI","","","FALSE","1","NSCH","AAPL","137","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192398","9/28/2023 5:00:00 PM",
"ERA23LA271","ACC","192401","2023-06-18T08:00:00Z","Seymore","Tennessee","United States","","N12395","FALSE","DirectorBrief","2023-09-08T04:00:00Z","Minor","0","0","3","The flight instructor’s failure to properly configure the wing flaps for a soft-field takeoff on a short runway, which resulted in a runway overrun and collision with trees.","","35.812279","-83.774642","CESSNA","172","AIR","TN20","Seymour Air Park","FALSE","1","","INST","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192401","9/8/2023 5:00:00 PM",
"ANC23LA043","ACC","192408","2023-06-17T16:25:00Z","Anchorage","Alaska","United States","","N5075T","FALSE","DirectorBrief","2023-10-26T04:00:00Z","None","0","0","0","The instructor pilot’s failure to maintain directional control of the airplane during takeoff, which resulted in a wing impacting a runway light.","","61.185664","-149.96435","BUCK/CRAWFORD/CRAWFORD","CHRISTAVIA MK-1","AIR","LHD","Lake Hood Airport","FALSE","1","","INST","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192408","10/26/2023 5:00:00 PM",
"ERA23LA291","ACC","192553","2023-06-17T12:45:00Z","Dublin","Georgia","United States","","PR-ZVL","FALSE","DirectorBrief","2023-08-31T04:00:00Z","None","0","0","0","The pilot’s improper landing flare which resulted in a runway undershoot and a hard landing, which substantially damaged the airplane’s firewall.","","32.560239","-82.983889","Volato","400","AIR","DBN","W H 'BUD' BARRON","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192553","8/31/2023 5:00:00 PM",
"CEN23LA242","ACC","192388","2023-06-17T11:30:00Z","Odessa","Missouri","United States","","N4287Y","FALSE","DirectorBrief","2023-07-27T04:00:00Z","Minor","0","0","2","The pilot’s failure to attain the proper touchdown speed, which resulted in a runway excursion and subsequent nose over.","","39.009602","-94.000538","Tipton Kitfox","Kitfox IV","AIR","29MO","ROLLERT FARM","TRUE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192388","7/27/2023 5:00:00 PM",
